2019214116;1-2	锤子手机怎么样	["1-2-0", "1-2-1", "1-2-2", "1-2-3", "1-2-4", "1-2-5", "1-2-6"]	[1, 1, 1, 1, 1, 1, 1]	[0.9999465039446911, 0.7395033312963288, 0.7302533134298762, 0.8699311952342595, 0.9999821404746705, 0.9999835360624817, 0.9943919670388397]	[0.9890036429951695, 0.674920106890793, 0.48276523653331666, 0.4154866334352111, 0.6587677684362607, 0.5182420737694532, 0.15641063344149836]	[0.9999999991782164, 0.998101728507459, 0.9928400225430984, 0.9875541793246827, 0.9764363154981603, 0.9807811037325438, 0.9847129563626719]	[0.999932869322361, 0.9444834933584575, 0.24400627260575422, 0.00010879383586468999, 4.251645014568445e-06, 4.412131861649472e-05, 0.0858873749861055]	[0.6, 0.9999974479527655, 0.9999979281075887, 0.9999973506219595, 0.9999951773796922, 0.9999931891142121, 0.9999890092284192]	[0.7, 0.9999934276235755, 0.9999970235753576, 0.9999977430456489, 0.9999973615542717, 0.9999972933389117, 0.9999967133709257]	[0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375]	[0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435]	[0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658]	[[0.6514418002889522, 0.26940314321143205, 0.07915505649961582], [0.43219461773466505, 0.37834987079407395, 0.18945551147126108], [0.2473310308214048, 0.407924728766232, 0.3447442404123631], [0.2586566606390133, 0.32195410957310366, 0.419389229787883], [0.04974461021381816, 0.3175432694894868, 0.6327121202966951], [0.002234212029295484, 0.2565534265481494, 0.7412123614225551], [0.0004031981191226184, 0.1978521108967526, 0.8017446909841247]]
2019214116;1-0	锤子手机怎么样	["1-0-0", "1-0-1", "1-0-2", "1-0-3", "1-0-4", "1-0-5", "1-0-6", "1-0-7"]	[1, 1, 1, 1, 1, 1, 1, 1]	[0.986963783186418, 0.9268201630717414, 0.9949741956349768, 0.9999416107356116, 0.890791481214433, 0.4506903692567846, 0.9852894597756898, 0.7435746134880684]	[0.9890036429951695, 0.674920106890793, 0.48276523653331666, 0.4154866334352111, 0.6587677684362607, 0.5182420737694532, 0.15641063344149836, 0.22831759705281882]	[0.9999999991782164, 0.998101728507459, 0.9928400225430984, 0.9875541793246827, 0.9764363154981603, 0.9807811037325438, 0.9847129563626719, 0.9829505448472416]	[0.999932869322361, 0.9444834933584575, 0.24400627260575422, 0.00010879383586468999, 4.251645014568445e-06, 4.412131861649472e-05, 0.0858873749861055, 0.007613994049075188]	[0.6, 0.9999974479527655, 0.9999979281075887, 0.9999973506219595, 0.9999951773796922, 0.9999931891142121, 0.9999890092284192, 0.9999375368732221]	[0.7, 0.9999934276235755, 0.9999970235753576, 0.9999977430456489, 0.9999973615542717, 0.9999972933389117, 0.9999967133709257, 0.9999959231963206]	[0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375]	[0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435]	[0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658]	[[0.6521812419349347, 0.268831623437075, 0.07898713462799023], [0.4204433764952218, 0.3844018479193812, 0.195154775585397], [0.19850811550229294, 0.4214174430462839, 0.3800744414514231], [0.017913121076215163, 0.3973316181690643, 0.5847552607547205], [0.012055758275086339, 0.31428795799416387, 0.6736562837307498], [0.01321123020202999, 0.2851654829665164, 0.7016232868314535], [0.006675156183846475, 0.22156824889156201, 0.7717565949245915], [0.01139165504548397, 0.1921379917245627, 0.7964703532299533]]
2019214116;1-1	锤子手机怎么样	["1-1-0", "1-1-1", "1-1-2", "1-1-3"]	[1, 1, 1, 1]	[0.9989635533169017, 0.9999824322473784, 0.9999806235684289, 0.9999806124563649]	[0.9890036429951695, 0.674920106890793, 0.48276523653331666, 0.4154866334352111]	[0.9999999991782164, 0.998101728507459, 0.9928400225430984, 0.9875541793246827]	[0.999932869322361, 0.9444834933584575, 0.24400627260575422, 0.00010879383586468999]	[0.6, 0.9999974479527655, 0.9999979281075887, 0.9999973506219595]	[0.7, 0.9999934276235755, 0.9999970235753576, 0.9999977430456489]	[0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375]	[0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435]	[0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658]	[[0.6514884544387076, 0.26936708388303754, 0.07914446167825484], [0.4174076284315927, 0.3860271162240313, 0.19656525534437608], [0.19409813304472145, 0.42306226901985483, 0.38283959793542366], [0.06896711950093418, 0.37607725803817216, 0.5549556224608936]]
2017012778;37-0	深圳哪种特色小吃好吃	["37-0-0", "37-0-1", "37-0-2", "37-0-3", "37-0-4", "37-0-5"]	[1, 1, 1, 1, 1, 1]	[0.3939568565060178, 0.17513703274551043, 0.5761089528265897, 0.984377302772915, 0.370638955234981, 0.6793278462224157]	[0.9890036429951695, 0.674920106890793, 0.48276523653331666, 0.4154866334352111, 0.6587677684362607, 0.5182420737694532]	[0.9999999991782164, 0.998101728507459, 0.9928400225430984, 0.9875541793246827, 0.9764363154981603, 0.9807811037325438]	[0.999932869322361, 0.9444834933584575, 0.24400627260575422, 0.00010879383586468999, 4.251645014568445e-06, 4.412131861649472e-05]	[0.6, 0.9999974479527655, 0.9999979281075887, 0.9999973506219595, 0.9999951773796922, 0.9999931891142121]	[0.7, 0.9999934276235755, 0.9999970235753576, 0.9999977430456489, 0.9999973615542717, 0.9999972933389117]	[0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375]	[0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435]	[0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658]	[[0.8400044238578043, 0.12366173324387116, 0.03633384289832469], [0.8110066189062548, 0.14302199650864925, 0.04597138458509595], [0.848037145300132, 0.1078594888037161, 0.04410336589615202], [0.9460097406915955, 0.029922369843151754, 0.024067889465252762], [0.9625274052658086, 0.020397528265031405, 0.017075066469159968], [0.9792534365467612, 0.010224945236033033, 0.01052161821720557]]
2017012778;37-1	深圳哪种特色小吃好吃	["37-1-0", "37-1-1", "37-1-2", "37-1-3", "37-1-4", "37-1-5", "37-1-6", "37-1-7", "37-1-8", "37-1-9", "37-1-10", "37-1-11", "37-1-12", "37-1-13"]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0.8906451135375484, 0.7753062680834367, 0.9999102556213308, 0.9999584031972516, 0.999964963605588, 0.9999466082501581, 0.9999372581037487, 0.8914540554024558, 0.3063671707743, 0.005754052232692969, 0.4423016514677575, 0.6469184349266147, 0.9244223837887791, 0.6223972736422073]	[0.9890036429951695, 0.674920106890793, 0.48276523653331666, 0.4154866334352111, 0.6587677684362607, 0.5182420737694532, 0.15641063344149836, 0.22831759705281882, 0.7221554105151426, 0.0009312042936183426, 0.2220871708962206, 0.9890107221297445, 0.9890045891323979, 0.9890046583471191]	[0.9999999991782164, 0.998101728507459, 0.9928400225430984, 0.9875541793246827, 0.9764363154981603, 0.9807811037325438, 0.9847129563626719, 0.9829505448472416, 0.9500143597783, 0.9880881098607434, 0.9744982340458602, 0.9999999725602406, 0.9999999606297609, 0.9999999604548343]	[0.999932869322361, 0.9444834933584575, 0.24400627260575422, 0.00010879383586468999, 4.251645014568445e-06, 4.412131861649472e-05, 0.0858873749861055, 0.007613994049075188, 0.06392815777449885, 9.160721438133292e-06, 1.8439393816427786e-05, 0.00010609422279621086, 6.830028796306517e-05, 0.00741424379994444]	[0.6, 0.9999974479527655, 0.9999979281075887, 0.9999973506219595, 0.9999951773796922, 0.9999931891142121, 0.9999890092284192, 0.9999375368732221, 0.8301638384727568, 0.0001832799370541098, 6.959757076845533e-05, 0.0001639896675568737, 0.00022841847736400974, 0.0005180583598073527]	[0.7, 0.9999934276235755, 0.9999970235753576, 0.9999977430456489, 0.9999973615542717, 0.9999972933389117, 0.9999967133709257, 0.9999959231963206, 0.9999941208636531, 0.9999908312975418, 0.9999831137338917, 0.9999802480452548, 0.9997537643436397, 0.9699548448686851]	[0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375]	[0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435]	[0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658]	[[0.6517089817952588, 0.26919663670070687, 0.07909438150403433], [0.4165387916438688, 0.38668963103038023, 0.19677157732575107], [0.1035891731610184, 0.4706265026906191, 0.4257843241483625], [0.011715216970184015, 0.3992447491953006, 0.5890400338345153], [0.0008730401675447766, 0.3105744051757446, 0.6885525546567106], [4.711934029864078e-05, 0.2391721647369402, 0.7607807159227612], [3.8357666031171614e-06, 0.18404087066036884, 0.815955293573028], [8.559650049485518e-07, 0.14261981301476925, 0.8573793310202258], [1.131777428126827e-06, 0.14841427733423027, 0.8515845908883415], [1.1366651242245628e-06, 0.14905508435585083, 0.850943778979025], [1.3050255059115403e-06, 0.17113099551193584, 0.8288676994625582], [4.7073560911702305e-07, 0.06173614290135216, 0.9382633863630387], [7.504063935753587e-08, 0.009848446908652718, 0.9901514780507079], [8.903907739608057e-08, 0.011712200685028531, 0.988287710275894]]
2017012778;37-2	深圳哪种特色小吃好吃	["37-2-0", "37-2-1", "37-2-2", "37-2-3", "37-2-4", "37-2-5", "37-2-6", "37-2-7", "37-2-8", "37-2-9", "37-2-10"]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0.8517659723960893, 0.8858973882894079, 0.9945947324985654, 0.9999470306612173, 0.7156005896664435, 0.7833155898799563, 0.5529000377772176, 0.6017805945662594, 0.33250028617719796, 0.8244139867493575, 0.6867608110745689]	[0.9890036429951695, 0.674920106890793, 0.48276523653331666, 0.4154866334352111, 0.6587677684362607, 0.5182420737694532, 0.15641063344149836, 0.22831759705281882, 0.7221554105151426, 0.0009312042936183426, 0.2220871708962206]	[0.9999999991782164, 0.998101728507459, 0.9928400225430984, 0.9875541793246827, 0.9764363154981603, 0.9807811037325438, 0.9847129563626719, 0.9829505448472416, 0.9500143597783, 0.9880881098607434, 0.9744982340458602]	[0.999932869322361, 0.9444834933584575, 0.24400627260575422, 0.00010879383586468999, 4.251645014568445e-06, 4.412131861649472e-05, 0.0858873749861055, 0.007613994049075188, 0.06392815777449885, 9.160721438133292e-06, 1.8439393816427786e-05]	[0.6, 0.9999974479527655, 0.9999979281075887, 0.9999973506219595, 0.9999951773796922, 0.9999931891142121, 0.9999890092284192, 0.9999375368732221, 0.8301638384727568, 0.0001832799370541098, 6.959757076845533e-05]	[0.7, 0.9999934276235755, 0.9999970235753576, 0.9999977430456489, 0.9999973615542717, 0.9999972933389117, 0.9999967133709257, 0.9999959231963206, 0.9999941208636531, 0.9999908312975418, 0.9999831137338917]	[0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375]	[0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435]	[0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658]	[[0.6519611373588138, 0.2690017438493658, 0.07903711879182031], [0.41649312591813725, 0.386712341044054, 0.19679453303780867], [0.10964366038319433, 0.46745665223524296, 0.42289968738156286], [0.0038595977224258533, 0.4024258403106945, 0.5937145619668797], [5.64737251066452e-05, 0.31122112560010423, 0.6887224006747891], [4.737490649991465e-06, 0.240788201087691, 0.7592070614216591], [8.820415048351807e-06, 0.23360181310049838, 0.7663893664844532], [1.422124492964433e-05, 0.21445310013939367, 0.7855326786156767], [1.806502060698678e-05, 0.21795825010747008, 0.782023684871923], [2.3773565376489424e-05, 0.28681190477697077, 0.7131643216576528], [3.8550110096030554e-05, 0.46506741567519877, 0.5348940342147052]]
2020311667;39-2	舒淇近况	["39-2-0", "39-2-1", "39-2-2", "39-2-3", "39-2-4", "39-2-5", "39-2-6"]	[1, 1, 1, 1, 1, 1, 1]	[0.9999584105942216, 0.903956119567288, 0.9999809060866246, 0.9999769795324843, 0.4845273156700029, 0.34315539227899505, 0.21543939674724233]	[0.9890036429951695, 0.674920106890793, 0.48276523653331666, 0.4154866334352111, 0.6587677684362607, 0.5182420737694532, 0.15641063344149836]	[0.9999999991782164, 0.998101728507459, 0.9928400225430984, 0.9875541793246827, 0.9764363154981603, 0.9807811037325438, 0.9847129563626719]	[0.999932869322361, 0.9444834933584575, 0.24400627260575422, 0.00010879383586468999, 4.251645014568445e-06, 4.412131861649472e-05, 0.0858873749861055]	[0.6, 0.9999974479527655, 0.9999979281075887, 0.9999973506219595, 0.9999951773796922, 0.9999931891142121, 0.9999890092284192]	[0.7, 0.9999934276235755, 0.9999970235753576, 0.9999977430456489, 0.9999973615542717, 0.9999972933389117, 0.9999967133709257]	[0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375]	[0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435]	[0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658]	[[0.6514911161470058, 0.2693650266295216, 0.07914385722347253], [0.569205757655341, 0.29901169898923485, 0.13178254335542414], [0.335870250430231, 0.37072062678254036, 0.2934091227872287], [0.08109837079265432, 0.39468945006675565, 0.52421217914059], [0.08631529845486607, 0.35189542101046883, 0.561789280534665], [0.08090926036136396, 0.32232189170587805, 0.5967688479327579], [0.07675264460305785, 0.3049410847018889, 0.6183062706950533]]
2020311667;39-1	舒淇近况	["39-1-0", "39-1-1", "39-1-2", "39-1-3", "39-1-4", "39-1-5", "39-1-6", "39-1-7", "39-1-8", "39-1-9", "39-1-10"]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0.9592736692565282, 0.6142299439811153, 0.9752934356518395, 0.9995888131970088, 0.9969979452647475, 0.8659724597186671, 0.9096274135160407, 0.9999474621767492, 0.999775201984256, 0.8724862023127213, 0.15722357669756837]	[0.9890036429951695, 0.674920106890793, 0.48276523653331666, 0.4154866334352111, 0.6587677684362607, 0.5182420737694532, 0.15641063344149836, 0.22831759705281882, 0.7221554105151426, 0.0009312042936183426, 0.2220871708962206]	[0.9999999991782164, 0.998101728507459, 0.9928400225430984, 0.9875541793246827, 0.9764363154981603, 0.9807811037325438, 0.9847129563626719, 0.9829505448472416, 0.9500143597783, 0.9880881098607434, 0.9744982340458602]	[0.999932869322361, 0.9444834933584575, 0.24400627260575422, 0.00010879383586468999, 4.251645014568445e-06, 4.412131861649472e-05, 0.0858873749861055, 0.007613994049075188, 0.06392815777449885, 9.160721438133292e-06, 1.8439393816427786e-05]	[0.6, 0.9999974479527655, 0.9999979281075887, 0.9999973506219595, 0.9999951773796922, 0.9999931891142121, 0.9999890092284192, 0.9999375368732221, 0.8301638384727568, 0.0001832799370541098, 6.959757076845533e-05]	[0.7, 0.9999934276235755, 0.9999970235753576, 0.9999977430456489, 0.9999973615542717, 0.9999972933389117, 0.9999967133709257, 0.9999959231963206, 0.9999941208636531, 0.9999908312975418, 0.9999831137338917]	[0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375]	[0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435]	[0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658]	[[0.6531515117677468, 0.2680816948944687, 0.07876679333778452], [0.5502569998507018, 0.3169831851832508, 0.1327598149660474], [0.7202169796758451, 0.16032742207981593, 0.11945559824433885], [0.9070901629042574, 0.040989298454197944, 0.051920538641544715], [0.980055166861318, 0.006801490118093761, 0.013143343020588298], [0.9916939780382616, 0.0023943203080756654, 0.0059117016536627], [0.9924003748849941, 0.004664448550133103, 0.002935176564872778], [0.9786580720597519, 0.011730556724946186, 0.009611371215302039], [0.8499185986266337, 0.08941090521840576, 0.06067049615496059], [0.8692975012043711, 0.09144298322088307, 0.039259515574745864], [0.8734528812294113, 0.0918796501840874, 0.03466746858650127]]
2020311667;39-0	舒淇近况	["39-0-0", "39-0-1", "39-0-2", "39-0-3", "39-0-4", "39-0-5", "39-0-6"]	[1, 1, 1, 1, 1, 1, 1]	[0.6684550139648753, 0.5041181292699718, 0.2815128287130921, 0.38467036246375064, 0.4164904247107003, 0.9999759615741164, 0.9999770771771819]	[0.9890036429951695, 0.674920106890793, 0.48276523653331666, 0.4154866334352111, 0.6587677684362607, 0.5182420737694532, 0.15641063344149836]	[0.9999999991782164, 0.998101728507459, 0.9928400225430984, 0.9875541793246827, 0.9764363154981603, 0.9807811037325438, 0.9847129563626719]	[0.999932869322361, 0.9444834933584575, 0.24400627260575422, 0.00010879383586468999, 4.251645014568445e-06, 4.412131861649472e-05, 0.0858873749861055]	[0.6, 0.9999974479527655, 0.9999979281075887, 0.9999973506219595, 0.9999951773796922, 0.9999931891142121, 0.9999890092284192]	[0.7, 0.9999934276235755, 0.9999970235753576, 0.9999977430456489, 0.9999973615542717, 0.9999972933389117, 0.9999967133709257]	[0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375]	[0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435]	[0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658]	[[0.9231483773595028, 0.059399172698884464, 0.017452449941612706], [0.8674082972472904, 0.09986298288885456, 0.032728719863855005], [0.8845633736057517, 0.0856807941775636, 0.02975583221668492], [0.9061333149519778, 0.06606147528222943, 0.027805209765792753], [0.9158917639186173, 0.05452982014681797, 0.02957841593456483], [0.25222962149239725, 0.373070039557456, 0.37470033895014676], [0.019701172786220078, 0.38013893641875773, 0.6001598907950223]]
2017011867;7-2	厄瓜多尔的历史	["7-2-0", "7-2-1", "7-2-2", "7-2-3", "7-2-4", "7-2-5", "7-2-6"]	[1, 1, 1, 1, 1, 1, 1]	[0.9999822997265879, 0.9999826613496057, 0.9999743145330903, 0.9999638472179274, 0.9999730085271252, 0.9999665473937157, 0.9997356824977978]	[0.9890036429951695, 0.674920106890793, 0.48276523653331666, 0.4154866334352111, 0.6587677684362607, 0.5182420737694532, 0.15641063344149836]	[0.9999999991782164, 0.998101728507459, 0.9928400225430984, 0.9875541793246827, 0.9764363154981603, 0.9807811037325438, 0.9847129563626719]	[0.999932869322361, 0.9444834933584575, 0.24400627260575422, 0.00010879383586468999, 4.251645014568445e-06, 4.412131861649472e-05, 0.0858873749861055]	[0.6, 0.9999974479527655, 0.9999979281075887, 0.9999973506219595, 0.9999951773796922, 0.9999931891142121, 0.9999890092284192]	[0.7, 0.9999934276235755, 0.9999970235753576, 0.9999977430456489, 0.9999973615542717, 0.9999972933389117, 0.9999967133709257]	[0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375, 0.34856064801305375]	[0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435, 0.22709279702854435]	[0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658, 0.23054284985164658]	[[0.6514400890579879, 0.2694044658341702, 0.07915544510784184], [0.41613482882697556, 0.3868652554983702, 0.1969999156746543], [0.5142099293572159, 0.2549815479391109, 0.23080852270367314], [0.7921662163636395, 0.0839453456110889, 0.12388843802527157], [0.9378586627474481, 0.01931400321122121, 0.04282733404133073], [0.9471570958833964, 0.01264434489811004, 0.040198559218493475], [0.8647745873353287, 0.05269917334245979, 0.0825262393222114]]
