2019214116;1-2	锤子手机怎么样	["1-2-0", "1-2-1", "1-2-2", "1-2-3", "1-2-4", "1-2-5", "1-2-6"]	[1, 1, 1, 1, 1, 1, 1]	[0.999973476763141, 0.8018723963106151, 0.836070102066365, 0.9000905591482552, 0.9999834443768775, 0.9999845613270875, 0.9999355396170899]	[0.9890015711978203, 0.836485576585988, 0.8046518847312307, 0.7606179114368785, 0.7991497316349958, 0.6767753083072525, 0.3179316171453129]	[0.9999999992945318, 0.9962254734904815, 0.981041087916844, 0.9696093528998996, 0.9599662413817878, 0.9713543266955109, 0.981092588571156]	[0.9999915793788753, 0.9616720561132828, 0.25185630520198254, 2.320696219260933e-05, 9.153877785207193e-06, 0.003151046437173437, 0.09786537938063956]	[0.6, 0.9999979990922429, 0.9999980758433791, 0.9999977956267181, 0.9999954999985613, 0.9999929669544747, 0.9999905572409898]	[0.7, 0.9999952232918721, 0.9999975843112962, 0.9999983375968735, 0.9999978465094604, 0.999997704176531, 0.9999976677000498]	[0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617]	[0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611]	[0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934]	[[0.6030668329446057, 0.3012219915800404, 0.0957111754753539], [0.36723819953591763, 0.40661390195106467, 0.2261478985130177], [0.14851970587291635, 0.4291564943068457, 0.4223237998202379], [0.08798475490430448, 0.35270683827472166, 0.5593084068209738], [0.011356877204368369, 0.28810339938424834, 0.7005397234113833], [0.0007548988339711114, 0.21938897935363325, 0.7798561218123956], [0.0001205836383525279, 0.1653870109953544, 0.8344924053662931]]
2019214116;1-0	锤子手机怎么样	["1-0-0", "1-0-1", "1-0-2", "1-0-3", "1-0-4", "1-0-5", "1-0-6", "1-0-7"]	[1, 1, 1, 1, 1, 1, 1, 1]	[0.9990318269516332, 0.9991298604160296, 0.999935506360879, 0.9999683189882411, 0.9215546199924308, 0.5041483182469269, 0.946076140767742, 0.7694690433596844]	[0.9890015711978203, 0.836485576585988, 0.8046518847312307, 0.7606179114368785, 0.7991497316349958, 0.6767753083072525, 0.3179316171453129, 0.6021983909472027]	[0.9999999992945318, 0.9962254734904815, 0.981041087916844, 0.9696093528998996, 0.9599662413817878, 0.9713543266955109, 0.981092588571156, 0.9669249437816767]	[0.9999915793788753, 0.9616720561132828, 0.25185630520198254, 2.320696219260933e-05, 9.153877785207193e-06, 0.003151046437173437, 0.09786537938063956, 0.003984213674608647]	[0.6, 0.9999979990922429, 0.9999980758433791, 0.9999977956267181, 0.9999954999985613, 0.9999929669544747, 0.9999905572409898, 0.9993751274953062]	[0.7, 0.9999952232918721, 0.9999975843112962, 0.9999983375968735, 0.9999978465094604, 0.999997704176531, 0.9999976677000498, 0.9999969304053656]	[0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617]	[0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611]	[0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934]	[[0.60311348196824, 0.30118659088044997, 0.09569992715131], [0.35953854381304673, 0.41013682617682734, 0.23032463001012585], [0.12903223884912585, 0.4329923016892866, 0.4379754594615875], [0.011991995023864254, 0.3700662787068301, 0.6179417262693057], [0.0041902137249632, 0.2836213113808891, 0.7121884748941476], [0.003186734692882776, 0.24032104846095517, 0.7564922168461621], [0.0009687203989368276, 0.18237710131712864, 0.8166541782839346], [0.0011495086953612664, 0.149823983997759, 0.8490265073068797]]
2019214116;1-1	锤子手机怎么样	["1-1-0", "1-1-1", "1-1-2", "1-1-3"]	[1, 1, 1, 1]	[0.9992380691411492, 0.9999848114356221, 0.9999825400421151, 0.9999827321466404]	[0.9890015711978203, 0.836485576585988, 0.8046518847312307, 0.7606179114368785]	[0.9999999992945318, 0.9962254734904815, 0.981041087916844, 0.9696093528998996]	[0.9999915793788753, 0.9616720561132828, 0.25185630520198254, 2.320696219260933e-05]	[0.6, 0.9999979990922429, 0.9999980758433791, 0.9999977956267181]	[0.7, 0.9999952232918721, 0.9999975843112962, 0.9999983375968735]	[0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617]	[0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611]	[0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934]	[[0.6030988120228797, 0.301197723510637, 0.09570346446648326], [0.3592682254555781, 0.4103040958155299, 0.2304276787288919], [0.12807668629639987, 0.43344597767915044, 0.43847733602444966], [0.026627297207304407, 0.36459618522482057, 0.608776517567875]]
2017012778;37-0	深圳哪种特色小吃好吃	["37-0-0", "37-0-1", "37-0-2", "37-0-3", "37-0-4", "37-0-5"]	[1, 1, 1, 1, 1, 1]	[0.5433217214922544, 0.3331386582961874, 0.8311361362190287, 0.9996407133050754, 0.33002805405790936, 0.77872576455946]	[0.9890015711978203, 0.836485576585988, 0.8046518847312307, 0.7606179114368785, 0.7991497316349958, 0.6767753083072525]	[0.9999999992945318, 0.9962254734904815, 0.981041087916844, 0.9696093528998996, 0.9599662413817878, 0.9713543266955109]	[0.9999915793788753, 0.9616720561132828, 0.25185630520198254, 2.320696219260933e-05, 9.153877785207193e-06, 0.003151046437173437]	[0.6, 0.9999979990922429, 0.9999980758433791, 0.9999977956267181, 0.9999954999985613, 0.9999929669544747]	[0.7, 0.9999952232918721, 0.9999975843112962, 0.9999983375968735, 0.9999978465094604, 0.999997704176531]	[0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617]	[0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611]	[0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934]	[[0.699492196935808, 0.2280473551652234, 0.07246044789896852], [0.604436659285834, 0.28020524917122647, 0.11535809154293976], [0.6559253841109051, 0.20619946011758547, 0.1378751557715095], [0.7960600333940137, 0.09225784360736657, 0.11168212299861976], [0.8454650799179758, 0.06888974793418261, 0.08564517214784159], [0.8946413252446852, 0.039596205291752166, 0.06576246946356261]]
2017012778;37-1	深圳哪种特色小吃好吃	["37-1-0", "37-1-1", "37-1-2", "37-1-3", "37-1-4", "37-1-5", "37-1-6", "37-1-7", "37-1-8", "37-1-9", "37-1-10", "37-1-11", "37-1-12", "37-1-13"]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0.9266512826704429, 0.8392959748776692, 0.9999669757192771, 0.9999674006922841, 0.9999677605083596, 0.9999544462496179, 0.9999624906011462, 0.9292793467378357, 0.4145457047918587, 0.4551826988044799, 0.674633480532303, 0.6788792120662495, 0.9963731638019115, 0.9368123543425809]	[0.9890015711978203, 0.836485576585988, 0.8046518847312307, 0.7606179114368785, 0.7991497316349958, 0.6767753083072525, 0.3179316171453129, 0.6021983909472027, 0.7597080808554132, 0.5422088438415877, 0.20038729404690975, 0.999990148368513, 0.9890016869435535, 0.9890021756048472]	[0.9999999992945318, 0.9962254734904815, 0.981041087916844, 0.9696093528998996, 0.9599662413817878, 0.9713543266955109, 0.981092588571156, 0.9669249437816767, 0.942202273895328, 0.9739991842424466, 0.9751904081455148, 0.9845062245167078, 0.9999999679625006, 0.9999999667281079]	[0.9999915793788753, 0.9616720561132828, 0.25185630520198254, 2.320696219260933e-05, 9.153877785207193e-06, 0.003151046437173437, 0.09786537938063956, 0.003984213674608647, 0.0713315018914602, 9.59507901391685e-06, 1.590387239614313e-05, 0.02222836101852911, 5.0431055821133745e-05, 7.798378504511457e-05]	[0.6, 0.9999979990922429, 0.9999980758433791, 0.9999977956267181, 0.9999954999985613, 0.9999929669544747, 0.9999905572409898, 0.9993751274953062, 0.7564379004479086, 8.361791275130348e-05, 5.065685529027642e-05, 0.0001987945709514454, 0.0001796246494775043, 0.0002146859197891272]	[0.7, 0.9999952232918721, 0.9999975843112962, 0.9999983375968735, 0.9999978465094604, 0.999997704176531, 0.9999976677000498, 0.9999969304053656, 0.9999947960314278, 0.9999937837680196, 0.9999859324581551, 0.9999846895541481, 0.9999461794645507, 0.9996706726668768]	[0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617]	[0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611]	[0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934]	[[0.6036512548250395, 0.3007784894054723, 0.09557025576948806], [0.35969498701701297, 0.4102831135192922, 0.23002189946369483], [0.08975825061522023, 0.45275434644021895, 0.45748740294456086], [0.009437954404327445, 0.3712211787405679, 0.6193408668551047], [0.0007830045065787014, 0.2821575088623479, 0.7170594866310734], [5.683237960783846e-05, 0.21272981895891377, 0.7872133486614784], [6.098739471324662e-06, 0.16025603772051525, 0.8397378635400133], [9.267267266917911e-07, 0.12111168522651174, 0.8788873880467616], [1.3882718121674742e-06, 0.13376501125775048, 0.8662336004704373], [2.15783508253422e-06, 0.2079087307932742, 0.7920891113716433], [1.8539911046478242e-06, 0.1786334882705063, 0.8213646577383892], [4.772091521776796e-07, 0.04406889644431568, 0.955930626346532], [5.685112577902626e-08, 0.005254170973882793, 0.9947457721749914], [3.9362054823941045e-08, 0.003637945493590217, 0.996362015144355]]
2017012778;37-2	深圳哪种特色小吃好吃	["37-2-0", "37-2-1", "37-2-2", "37-2-3", "37-2-4", "37-2-5", "37-2-6", "37-2-7", "37-2-8", "37-2-9", "37-2-10"]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0.9752109489270698, 0.9087697654873375, 0.9994695605606981, 0.9999553099981671, 0.9140909104264616, 0.8947152791165981, 0.7012299393864344, 0.7193897341742209, 0.5444595044096936, 0.9901201713755137, 0.955729392899541]	[0.9890015711978203, 0.836485576585988, 0.8046518847312307, 0.7606179114368785, 0.7991497316349958, 0.6767753083072525, 0.3179316171453129, 0.6021983909472027, 0.7597080808554132, 0.5422088438415877, 0.20038729404690975]	[0.9999999992945318, 0.9962254734904815, 0.981041087916844, 0.9696093528998996, 0.9599662413817878, 0.9713543266955109, 0.981092588571156, 0.9669249437816767, 0.942202273895328, 0.9739991842424466, 0.9751904081455148]	[0.9999915793788753, 0.9616720561132828, 0.25185630520198254, 2.320696219260933e-05, 9.153877785207193e-06, 0.003151046437173437, 0.09786537938063956, 0.003984213674608647, 0.0713315018914602, 9.59507901391685e-06, 1.590387239614313e-05]	[0.6, 0.9999979990922429, 0.9999980758433791, 0.9999977956267181, 0.9999954999985613, 0.9999929669544747, 0.9999905572409898, 0.9993751274953062, 0.7564379004479086, 8.361791275130348e-05, 5.065685529027642e-05]	[0.7, 0.9999952232918721, 0.9999975843112962, 0.9999983375968735, 0.9999978465094604, 0.999997704176531, 0.9999976677000498, 0.9999969304053656, 0.9999947960314278, 0.9999937837680196, 0.9999859324581551]	[0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617]	[0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611]	[0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934]	[[0.6032258444499603, 0.3011013219905415, 0.09567283355949814], [0.3589696981041817, 0.41060903741521715, 0.2304212644806011], [0.09338656723850246, 0.45077366436926153, 0.455839768392236], [0.005795545641107018, 0.37243231375964797, 0.6217721405992451], [0.00024546888364848743, 0.282522178502054, 0.7172323526142974], [2.1666409178291377e-05, 0.21353332339171574, 0.786445010199106], [5.588353884155774e-05, 0.2043410103016332, 0.7956031061595251], [7.640598525494078e-05, 0.1734773691805512, 0.8264462248341938], [0.00010359896526428069, 0.1767750081539054, 0.8231213928808303], [8.669266051728026e-05, 0.14792665770808047, 0.8519866496314021], [0.0002093225013535273, 0.35716503133721417, 0.6426256461614323]]
2020311667;39-2	舒淇近况	["39-2-0", "39-2-1", "39-2-2", "39-2-3", "39-2-4", "39-2-5", "39-2-6"]	[1, 1, 1, 1, 1, 1, 1]	[0.9999748853585936, 0.9887112264021862, 0.9999832315106936, 0.9999815140978129, 0.5544399902003287, 0.3914962575858421, 0.3856496200013117]	[0.9890015711978203, 0.836485576585988, 0.8046518847312307, 0.7606179114368785, 0.7991497316349958, 0.6767753083072525, 0.3179316171453129]	[0.9999999992945318, 0.9962254734904815, 0.981041087916844, 0.9696093528998996, 0.9599662413817878, 0.9713543266955109, 0.981092588571156]	[0.9999915793788753, 0.9616720561132828, 0.25185630520198254, 2.320696219260933e-05, 9.153877785207193e-06, 0.003151046437173437, 0.09786537938063956]	[0.6, 0.9999979990922429, 0.9999980758433791, 0.9999977956267181, 0.9999954999985613, 0.9999929669544747, 0.9999905572409898]	[0.7, 0.9999952232918721, 0.9999975843112962, 0.9999983375968735, 0.9999978465094604, 0.999997704176531, 0.9999976677000498]	[0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617]	[0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611]	[0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934]	[[0.6030748567900152, 0.30121590249780955, 0.09570924071217535], [0.4462557334034484, 0.3573567879869738, 0.1963874786095778], [0.1854308736597749, 0.4126021567591593, 0.4019669695810658], [0.028672517231961913, 0.3707026828365063, 0.6006247999315317], [0.020390123477043554, 0.3107661009956703, 0.6688437755272862], [0.013127398116347073, 0.26591133694286645, 0.7209612649407865], [0.008470025774582208, 0.2269384504227621, 0.7645915238026557]]
2020311667;39-1	舒淇近况	["39-1-0", "39-1-1", "39-1-2", "39-1-3", "39-1-4", "39-1-5", "39-1-6", "39-1-7", "39-1-8", "39-1-9", "39-1-10"]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0.9996936265364655, 0.7016154916290668, 0.9901109455987589, 0.9998982400201779, 0.9997628623372675, 0.9077370493754431, 0.9739450483033119, 0.999957958827411, 0.9998090717632988, 0.9347402327291204, 0.4500838805251529]	[0.9890015711978203, 0.836485576585988, 0.8046518847312307, 0.7606179114368785, 0.7991497316349958, 0.6767753083072525, 0.3179316171453129, 0.6021983909472027, 0.7597080808554132, 0.5422088438415877, 0.20038729404690975]	[0.9999999992945318, 0.9962254734904815, 0.981041087916844, 0.9696093528998996, 0.9599662413817878, 0.9713543266955109, 0.981092588571156, 0.9669249437816767, 0.942202273895328, 0.9739991842424466, 0.9751904081455148]	[0.9999915793788753, 0.9616720561132828, 0.25185630520198254, 2.320696219260933e-05, 9.153877785207193e-06, 0.003151046437173437, 0.09786537938063956, 0.003984213674608647, 0.0713315018914602, 9.59507901391685e-06, 1.590387239614313e-05]	[0.6, 0.9999979990922429, 0.9999980758433791, 0.9999977956267181, 0.9999954999985613, 0.9999929669544747, 0.9999905572409898, 0.9993751274953062, 0.7564379004479086, 8.361791275130348e-05, 5.065685529027642e-05]	[0.7, 0.9999952232918721, 0.9999975843112962, 0.9999983375968735, 0.9999978465094604, 0.999997704176531, 0.9999976677000498, 0.9999969304053656, 0.9999947960314278, 0.9999937837680196, 0.9999859324581551]	[0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617]	[0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611]	[0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934]	[[0.6030786269970968, 0.3012130413882323, 0.095708331614671], [0.42959050772981494, 0.37729264506975096, 0.19311684720043418], [0.5109160832926813, 0.2539831309663371, 0.23510078574098153], [0.7305495415730847, 0.10565992221952872, 0.16379053620738657], [0.9193607864797836, 0.023956112996722883, 0.056683100523493415], [0.9523815208266779, 0.011533833164749714, 0.03608464600857235], [0.9794690737171723, 0.008645320300807542, 0.01188560598202016], [0.919077946387356, 0.02817536015043791, 0.052746693462206], [0.6201069852707333, 0.13829725160303907, 0.24159576312622766], [0.6026776961989776, 0.13441078762569747, 0.262911516175325], [0.6565289486499771, 0.14641955865568101, 0.19705149269434172]]
2020311667;39-0	舒淇近况	["39-0-0", "39-0-1", "39-0-2", "39-0-3", "39-0-4", "39-0-5", "39-0-6"]	[1, 1, 1, 1, 1, 1, 1]	[0.7678895853383949, 0.5995048653940839, 0.33844711918388787, 0.4191964331752443, 0.40050251303406775, 0.9999784573680781, 0.9999797098143873]	[0.9890015711978203, 0.836485576585988, 0.8046518847312307, 0.7606179114368785, 0.7991497316349958, 0.6767753083072525, 0.3179316171453129]	[0.9999999992945318, 0.9962254734904815, 0.981041087916844, 0.9696093528998996, 0.9599662413817878, 0.9713543266955109, 0.981092588571156]	[0.9999915793788753, 0.9616720561132828, 0.25185630520198254, 2.320696219260933e-05, 9.153877785207193e-06, 0.003151046437173437, 0.09786537938063956]	[0.6, 0.9999979990922429, 0.9999980758433791, 0.9999977956267181, 0.9999954999985613, 0.9999929669544747, 0.9999905572409898]	[0.7, 0.9999952232918721, 0.9999975843112962, 0.9999983375968735, 0.9999978465094604, 0.999997704176531, 0.9999976677000498]	[0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617]	[0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611]	[0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934]	[[0.8842774312316825, 0.08781877033290623, 0.027903798435411256], [0.7768056052546362, 0.16231340540480052, 0.06088098934056329], [0.8083477953119679, 0.13617035722992088, 0.055481847458111175], [0.8176176652589985, 0.11739069799279439, 0.0649916367482071], [0.7909638766659431, 0.11819738811801399, 0.09083873521604287], [0.17895714337300753, 0.3510469405200435, 0.46999591610694913], [0.016927983020431348, 0.3202325242231273, 0.6628394927564414]]
2017011867;7-2	厄瓜多尔的历史	["7-2-0", "7-2-1", "7-2-2", "7-2-3", "7-2-4", "7-2-5", "7-2-6"]	[1, 1, 1, 1, 1, 1, 1]	[0.999984417633191, 0.9999841671854016, 0.9999770576126628, 0.9999695748633622, 0.9999757296569293, 0.9999499784861686, 0.9999591926806575]	[0.9890015711978203, 0.836485576585988, 0.8046518847312307, 0.7606179114368785, 0.7991497316349958, 0.6767753083072525, 0.3179316171453129]	[0.9999999992945318, 0.9962254734904815, 0.981041087916844, 0.9696093528998996, 0.9599662413817878, 0.9713543266955109, 0.981092588571156]	[0.9999915793788753, 0.9616720561132828, 0.25185630520198254, 2.320696219260933e-05, 9.153877785207193e-06, 0.003151046437173437, 0.09786537938063956]	[0.6, 0.9999979990922429, 0.9999980758433791, 0.9999977956267181, 0.9999954999985613, 0.9999929669544747, 0.9999905572409898]	[0.7, 0.9999952232918721, 0.9999975843112962, 0.9999983375968735, 0.9999978465094604, 0.999997704176531, 0.9999976677000498]	[0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617, 0.39693417703770617]	[0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611, 0.24112667677880611]	[0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934, 0.2467529263195934]	[[0.603066310119673, 0.3012223883379345, 0.09571130154239246], [0.3586595222689062, 0.41068986438164773, 0.23065061334944612], [0.31869463522487146, 0.3387843391564888, 0.34252102561863973], [0.5279119519591858, 0.17721703870531036, 0.2948710093355038], [0.7558058251319705, 0.06929515053213518, 0.17489902433589435], [0.6434769352791186, 0.07699666772479441, 0.27952639699608695], [0.34608550298207785, 0.1319215283021734, 0.5219929687157487]]
